transaction_id,customer_id,amount,transaction_hour,transaction_day,location,transaction_type,transaction_freq_7d,avg_amount_7d,amount_deviation,is_night,is_weekend,is_fraud
TXN382289128,CUST1366355,217.87,18,3,urban,online,17,120.61,0.8063,0,0,0
TXN236444962,CUST8499921,116.48,11,5,suburban,online,15,70.99,0.6408,0,1,0
TXN545813057,CUST6594968,225.36,20,6,suburban,contactless,4,270.03,-0.1654,0,1,0
TXN238042693,CUST4135721,835.57,20,4,online,online,9,826.5,0.011,0,0,0
TXN818910411,CUST2056488,145.22,11,4,urban,contactless,12,128.98,0.1259,0,0,0
TXN296115623,CUST5655640,176.88,14,0,suburban,atm,19,123.99,0.4266,0,0,0
TXN935217355,CUST6865993,71.21,21,3,urban,pos,6,95.98,-0.2581,0,0,0
TXN659429883,CUST7824729,1198.22,10,6,urban,wire_transfer,16,1459.28,-0.1789,0,1,0
TXN302074323,CUST3303402,276.04,8,0,suburban,atm,19,341.0,-0.1905,0,0,0
TXN801332339,CUST9352514,74.13,14,6,online,atm,5,73.37,0.0103,0,1,0
TXN824042058,CUST1407770,259.34,13,5,online,wire_transfer,16,200.97,0.2904,0,1,0
TXN967037307,CUST5410969,169.95,15,4,suburban,wire_transfer,4,248.63,-0.3165,0,0,0
TXN861059957,CUST9170203,184.66,10,1,rural,pos,5,102.28,0.8054,0,0,0
TXN307457148,CUST3077331,193.45,9,5,suburban,wire_transfer,4,140.98,0.3722,0,1,0
TXN363211968,CUST9422395,98.93,14,0,online,wire_transfer,2,50.57,0.9562,0,0,0
TXN475716972,CUST2922872,134.75,21,5,urban,atm,4,75.87,0.776,0,1,0
TXN692855822,CUST2186058,52.22,17,6,online,pos,7,37.36,0.3977,0,1,0
TXN481581189,CUST9117208,37.4,10,5,suburban,pos,1,49.72,-0.2477,0,1,0
TXN483305232,CUST5266975,143.8,15,2,online,online,17,150.07,-0.0418,0,0,0
TXN934721909,CUST5184080,1001.11,9,0,suburban,online,19,1434.07,-0.3019,0,0,0
TXN267139749,CUST1680942,2322.68,3,5,online,online,1,2722.71,-0.1469,1,1,1
TXN606586618,CUST7415654,413.08,8,6,suburban,atm,18,321.27,0.2858,0,1,0
TXN607095611,CUST2848121,828.3,19,2,online,online,10,556.22,0.4892,0,0,0
TXN429718783,CUST6971009,752.73,16,4,rural,contactless,12,800.83,-0.0601,0,0,0
TXN374744424,CUST9186722,94.42,9,1,suburban,online,6,58.98,0.6011,0,0,0
TXN391401573,CUST7952195,361.36,10,6,suburban,pos,9,491.41,-0.2646,0,1,0
TXN721512287,CUST4148346,179.54,17,1,urban,contactless,17,127.91,0.4036,0,0,0
TXN908044357,CUST6659746,35.63,14,4,online,wire_transfer,14,24.15,0.4751,0,0,0
TXN129790827,CUST4431255,222.21,20,4,urban,online,3,139.45,0.5935,0,0,0
TXN969732513,CUST1536436,1168.66,20,2,online,wire_transfer,9,1338.56,-0.1269,0,0,0
TXN307948788,CUST5190789,144.97,14,4,urban,pos,4,136.19,0.0645,0,0,0
TXN954448646,CUST7465634,241.01,10,6,online,online,8,315.35,-0.2357,0,1,0
TXN255409292,CUST9397934,631.98,21,5,online,online,3,587.38,0.0759,0,1,0
TXN771440213,CUST3495601,122.46,14,3,suburban,online,12,130.0,-0.058,0,0,0
TXN273979680,CUST9652105,542.76,18,5,online,online,5,335.43,0.6181,0,1,0
TXN694108036,CUST9427851,249.44,15,3,online,pos,12,216.94,0.1498,0,0,0
TXN549302816,CUST2447367,76.05,21,2,urban,contactless,19,55.13,0.3794,0,0,0
TXN326599477,CUST2506130,307.64,8,4,urban,online,6,223.49,0.3765,0,0,0
TXN440572056,CUST9935533,172.24,14,4,urban,pos,13,182.53,-0.0564,0,0,0
TXN802872328,CUST1040642,205.63,16,5,suburban,online,3,176.34,0.1661,0,1,0
TXN685702712,CUST4803056,53.52,13,1,suburban,pos,15,34.6,0.5468,0,0,0
TXN182198804,CUST9052812,567.82,15,6,suburban,pos,1,295.41,0.9221,0,1,0
TXN626467122,CUST3575901,348.3,16,3,online,pos,12,191.21,0.8215,0,0,0
TXN600954347,CUST6577220,218.26,21,1,urban,online,16,227.74,-0.0416,0,0,0
TXN308062383,CUST2817837,249.97,21,5,online,pos,17,287.81,-0.1315,0,1,0
TXN952617798,CUST8544777,615.1,5,3,online,online,4,313.02,0.9651,1,0,1
TXN100055207,CUST9422171,255.0,17,0,urban,contactless,10,189.89,0.3428,0,0,0
TXN886921092,CUST9921732,433.47,21,1,urban,online,17,601.72,-0.2796,0,0,0
TXN761946345,CUST8172345,90.82,10,4,online,online,6,97.95,-0.0728,0,0,0
TXN541759589,CUST2923189,145.92,16,6,urban,online,11,190.42,-0.2337,0,1,0
TXN249760342,CUST5698658,118.69,14,5,urban,wire_transfer,2,60.6,0.9587,0,1,0
TXN408711173,CUST8866021,223.51,18,2,suburban,pos,6,136.1,0.6423,0,0,0
TXN565340762,CUST8613461,188.9,13,2,urban,pos,16,268.39,-0.2962,0,0,0
TXN881065324,CUST7791214,501.89,16,5,urban,wire_transfer,4,304.83,0.6465,0,1,0
TXN940684127,CUST9737398,720.76,19,3,rural,online,2,738.49,-0.024,0,0,0
TXN240296659,CUST9017143,220.16,14,6,urban,atm,13,228.24,-0.0354,0,1,0
TXN329967497,CUST8650564,335.76,16,3,urban,atm,19,292.09,0.1495,0,0,0
TXN443841270,CUST4969873,166.83,20,5,urban,pos,14,99.04,0.6844,0,1,0
TXN361114966,CUST2422813,136.46,19,5,online,atm,13,73.55,0.8553,0,1,0
TXN861892434,CUST5133420,288.68,16,1,urban,pos,5,284.58,0.0144,0,0,0
TXN446382385,CUST6238190,38.99,19,4,urban,online,15,40.5,-0.0374,0,0,0
TXN592036213,CUST8771070,347.36,17,2,urban,atm,1,319.39,0.0876,0,0,0
TXN886493909,CUST9538008,88.07,19,6,rural,atm,8,77.73,0.133,0,1,0
TXN102867060,CUST1672563,144.01,13,5,suburban,contactless,9,96.7,0.4892,0,1,0
TXN666344158,CUST3833235,427.62,16,5,online,pos,12,637.75,-0.3295,0,1,0
TXN882941316,CUST1080074,4755.77,2,5,online,atm,2,5072.12,-0.0624,1,1,1
TXN991355501,CUST5003812,55.9,13,1,rural,pos,3,62.9,-0.1113,0,0,0
TXN945348072,CUST3702367,554.11,12,2,suburban,pos,1,326.78,0.6957,0,0,0
TXN786262548,CUST9154085,96.19,19,4,online,online,1,67.13,0.433,0,0,0
TXN768391971,CUST4444491,502.22,21,5,urban,wire_transfer,1,575.24,-0.1269,0,1,0
TXN541531957,CUST9529134,384.8,18,0,suburban,atm,6,568.01,-0.3225,0,0,0
TXN844185645,CUST5134320,385.59,13,5,online,contactless,9,258.02,0.4944,0,1,0
TXN362597666,CUST7163586,1968.65,3,1,international,online,2,1883.24,0.0454,1,0,1
TXN595083246,CUST3758017,672.1,15,2,online,online,4,958.1,-0.2985,0,0,0
TXN554328434,CUST6114561,381.52,15,3,online,pos,12,471.64,-0.1911,0,0,0
TXN708416464,CUST4007660,312.49,17,5,online,contactless,3,311.62,0.0028,0,1,0
TXN969152108,CUST5616746,148.25,19,0,suburban,pos,14,104.16,0.4233,0,0,0
TXN614546138,CUST8431941,245.9,21,5,urban,pos,19,358.39,-0.3139,0,1,0
TXN261664838,CUST5598700,94.75,10,4,suburban,atm,1,64.59,0.4669,0,0,0
TXN726892656,CUST9973332,150.16,15,2,suburban,online,18,216.92,-0.3078,0,0,0
TXN788322243,CUST8024141,187.58,19,1,online,pos,11,271.09,-0.308,0,0,0
TXN951262408,CUST9370989,74.48,14,3,online,pos,10,64.98,0.1461,0,0,0
TXN426322103,CUST1860825,,14,6,urban,pos,5,1093.98,-0.0833,0,1,0
TXN723475152,CUST4031325,1064.05,20,0,suburban,wire_transfer,16,573.0,0.857,0,0,0
TXN585617526,CUST5385622,425.28,21,5,urban,pos,2,470.29,-0.0957,0,1,0
TXN906772475,CUST6942682,126.32,18,0,online,online,13,164.31,-0.2312,0,0,0
TXN327912724,CUST8738319,137.08,16,2,online,online,2,202.62,-0.3235,0,0,0
TXN838630480,CUST9833765,307.93,11,0,urban,contactless,2,382.96,-0.1959,0,0,0
TXN897581664,CUST7713025,66.48,12,5,urban,pos,17,83.65,-0.2053,0,1,0
TXN121378331,CUST4239873,512.1,13,0,urban,contactless,1,419.64,0.2203,0,0,0
TXN257246694,CUST2955464,2460.36,19,5,suburban,atm,9,2888.87,-0.1483,0,1,0
TXN962067157,CUST8546628,436.71,13,6,online,pos,1,353.13,0.2367,0,1,0
TXN497964337,CUST3805225,224.4,20,1,suburban,atm,1,199.49,0.1249,0,0,0
TXN905628709,CUST1034705,150.72,21,1,rural,pos,1,195.09,-0.2274,0,0,0
TXN839861706,CUST3004470,242.5,16,0,urban,online,13,205.2,0.1818,0,0,0
TXN665813675,CUST8052531,40.56,13,5,urban,online,15,42.31,-0.0414,0,1,0
TXN760614463,CUST5914734,659.37,20,4,suburban,pos,9,537.23,0.2274,0,0,0
TXN214515141,CUST1335347,548.31,9,6,suburban,atm,15,441.38,0.2423,0,1,0
TXN758376720,CUST4490769,517.17,11,6,urban,pos,13,535.14,-0.0336,0,1,0
TXN725065905,CUST4351144,119.41,20,2,suburban,pos,6,99.26,0.2029,0,0,0
TXN392250140,CUST2176795,537.33,12,5,online,online,16,443.28,0.2122,0,1,0
TXN783377765,CUST1424777,65.83,19,6,online,pos,8,79.06,-0.1673,0,1,0
TXN508014321,CUST5234458,174.25,13,1,international,pos,6,95.42,0.8262,0,0,0
TXN375610620,CUST2061383,872.49,10,4,urban,pos,16,813.85,0.072,0,0,0
TXN806168973,CUST5158439,127.27,19,5,urban,pos,7,96.97,0.3124,0,1,0
TXN505593705,CUST8025870,52.82,13,6,urban,pos,2,78.68,-0.3287,0,1,0
TXN313765398,CUST7896231,117.91,15,1,rural,online,7,118.68,-0.0065,0,0,0
TXN704493836,CUST3587868,187.15,8,5,urban,online,15,130.89,0.4298,0,1,0
TXN513234143,CUST8284585,553.08,14,5,suburban,wire_transfer,12,798.15,-0.307,0,1,0
TXN915634582,CUST4844932,311.6,15,1,suburban,atm,11,411.13,-0.2421,0,0,0
TXN825041390,CUST8629855,83.61,15,5,rural,atm,17,91.55,-0.0867,0,1,0
TXN803755158,CUST4365879,277.81,21,0,urban,wire_transfer,16,404.22,-0.3127,0,0,0
TXN230734243,CUST2089290,1694.63,3,6,international,online,4,2417.72,-0.2991,1,1,1
TXN881799724,CUST9030702,390.52,19,2,online,contactless,13,275.57,0.4171,0,0,0
TXN686030844,CUST8670065,155.31,20,3,urban,contactless,18,178.91,-0.1319,0,0,0
TXN617152062,CUST3204725,125.05,15,6,urban,pos,10,96.12,0.301,0,1,0
TXN975141856,CUST8130006,309.41,14,4,suburban,online,13,308.3,0.0036,0,0,0
TXN670949072,CUST3859641,352.62,12,6,suburban,online,8,342.46,0.0297,0,1,0
TXN903531487,CUST5995162,65.54,14,5,online,pos,16,35.5,0.8461,0,1,0
TXN249511113,CUST1559045,101.15,17,3,suburban,atm,17,50.85,0.9893,0,0,0
TXN663968642,CUST9762170,101.43,15,5,international,atm,4,86.57,0.1716,0,1,0
TXN634191615,CUST6612729,153.83,9,3,online,pos,4,156.36,-0.0162,0,0,0
TXN268219413,CUST2553554,1648.95,11,5,online,pos,7,878.2,0.8776,0,1,0
TXN621504979,CUST6762440,93.29,21,5,rural,pos,13,61.78,0.5099,0,1,0
TXN108562378,CUST3975069,229.64,19,1,online,contactless,11,181.38,0.2661,0,0,0
TXN658334175,CUST4907660,460.32,12,0,rural,atm,2,521.06,-0.1166,0,0,0
TXN454414805,CUST9124631,287.98,15,0,urban,online,10,206.78,0.3926,0,0,0
TXN529544954,CUST4999009,217.4,8,3,rural,atm,1,151.2,0.4379,0,0,0
TXN269579304,CUST7513812,229.24,13,3,urban,pos,14,169.64,0.3513,0,0,0
TXN997784752,CUST6294720,49.27,11,4,urban,online,3,38.68,0.2738,0,0,0
TXN361750143,CUST5085117,57.22,20,4,suburban,pos,17,52.65,0.0869,0,0,0
TXN334715455,CUST8042851,113.4,15,5,rural,atm,11,81.75,0.387,0,1,0
TXN497771760,CUST8010234,826.54,12,2,suburban,online,6,828.86,-0.0028,0,0,0
TXN296238510,CUST7407469,175.69,9,0,urban,pos,3,100.94,0.7405,0,0,0
TXN671979985,CUST3862225,214.46,15,6,urban,pos,19,232.72,-0.0785,0,1,0
TXN947611790,CUST2342265,66.57,9,6,online,atm,17,72.16,-0.0775,0,1,0
TXN694632710,CUST4967169,426.22,11,4,rural,online,1,575.27,-0.2591,0,0,0
TXN306328540,CUST2958889,1341.23,19,1,suburban,atm,14,1481.82,-0.0949,0,0,0
TXN708706868,CUST4059344,432.5,21,5,rural,pos,16,612.99,-0.2944,0,1,0
TXN359166098,CUST6911898,775.62,13,1,suburban,wire_transfer,7,1080.22,-0.282,0,0,0
TXN214996681,CUST5854504,299.97,9,3,online,pos,1,314.29,-0.0456,0,0,0
TXN494349366,CUST5361663,932.04,13,6,urban,pos,2,1109.25,-0.1598,0,1,0
TXN979766941,CUST3581783,244.92,8,5,urban,pos,10,227.99,0.0743,0,1,0
TXN168243267,CUST6217874,496.64,8,4,suburban,online,7,450.36,0.1028,0,0,0
TXN973774883,CUST5234630,123.23,18,3,urban,online,15,143.85,-0.1434,0,0,0
TXN811251336,CUST6726304,142.45,11,3,online,wire_transfer,6,145.9,-0.0236,0,0,0
TXN291838344,CUST6906743,514.39,18,6,suburban,online,5,718.25,-0.2838,0,1,0
TXN626060150,CUST7114831,201.23,14,2,online,online,7,157.37,0.2787,0,0,0
TXN435759907,CUST6221037,34.78,19,1,urban,wire_transfer,9,26.4,0.3176,0,0,0
TXN238379438,CUST7560680,525.94,12,3,rural,pos,17,283.45,0.8555,0,0,0
TXN301343710,CUST9711632,261.83,8,2,online,atm,5,179.5,0.4586,0,0,0
TXN511689124,CUST2731029,14.17,9,3,urban,pos,9,14.74,-0.0387,0,0,0
TXN617370829,CUST5276097,551.38,11,4,urban,pos,19,666.44,-0.1727,0,0,0
TXN244686465,CUST4877773,62.13,16,5,urban,pos,14,89.28,-0.3041,0,1,0
TXN986933197,CUST2994111,767.99,16,0,rural,online,5,404.98,0.8964,0,0,0
TXN310837409,CUST3001801,116.94,14,5,urban,online,4,82.65,0.415,0,1,0
TXN457502644,CUST3704083,789.81,17,2,urban,atm,9,879.59,-0.1021,0,0,0
TXN495602827,CUST8545495,146.95,9,3,urban,pos,4,159.69,-0.0797,0,0,0
TXN255714993,CUST7000618,545.79,15,6,suburban,atm,11,551.21,-0.0098,0,1,0
TXN460467862,CUST9158364,582.91,22,1,international,online,3,820.28,-0.2894,0,0,1
TXN600437644,CUST2583105,219.93,14,5,suburban,pos,2,267.83,-0.1789,0,1,0
TXN760718145,CUST1235340,719.9,18,6,urban,atm,15,486.8,0.4789,0,1,0
TXN848017063,CUST7560797,350.43,20,3,suburban,online,14,489.83,-0.2846,0,0,0
TXN952439273,CUST6496191,,9,1,suburban,online,15,253.96,0.8541,0,0,0
TXN679547772,CUST5500321,838.74,8,0,urban,atm,12,636.34,0.3181,0,0,0
TXN892422106,CUST8095651,189.94,16,0,online,pos,10,269.43,-0.295,0,0,0
TXN605188567,CUST7041956,109.75,19,3,urban,pos,7,155.73,-0.2953,0,0,0
TXN970447505,CUST5290540,1116.71,11,2,online,online,7,1625.12,-0.3128,0,0,0
TXN839894478,CUST4611112,154.17,11,3,urban,pos,6,120.3,0.2816,0,0,0
TXN409029876,CUST8593710,145.51,20,5,urban,contactless,4,200.64,-0.2748,0,1,0
TXN380907397,CUST7756048,48.81,20,5,urban,online,16,68.91,-0.2917,0,1,0
TXN186570341,CUST1620495,1522.73,18,2,rural,atm,5,812.22,0.8748,0,0,0
TXN155838542,CUST3608043,76.69,16,3,suburban,online,3,60.93,0.2587,0,0,0
TXN782035574,CUST9957484,303.97,21,0,suburban,online,15,377.61,-0.195,0,0,0
TXN713631136,CUST8575509,142.12,20,0,rural,pos,11,126.3,0.1252,0,0,0
TXN258098343,CUST5257012,904.86,11,2,international,contactless,4,1227.36,-0.2628,0,0,0
TXN299250930,CUST7597087,176.04,12,5,urban,online,10,207.16,-0.1503,0,1,0
TXN244610889,CUST9834289,109.86,11,1,suburban,online,10,120.34,-0.0871,0,0,0
TXN264366721,CUST5559779,46.56,15,4,urban,wire_transfer,15,40.68,0.1444,0,0,0
TXN590440673,CUST3917913,140.55,20,4,suburban,pos,15,193.35,-0.2731,0,0,0
TXN327273894,CUST9576874,109.96,16,5,urban,online,15,102.41,0.0737,0,1,0
TXN468461676,CUST9977653,197.39,15,6,urban,online,19,207.58,-0.0491,0,1,0
TXN818550497,CUST3563522,130.6,9,1,suburban,pos,16,66.1,0.9759,0,0,0
TXN359381790,CUST6263471,139.47,13,1,rural,pos,2,134.64,0.0358,0,0,0
TXN237138995,CUST1308465,301.24,17,2,urban,pos,17,255.43,0.1794,0,0,0
TXN990798360,CUST6261814,82.85,9,4,suburban,online,14,81.04,0.0224,0,0,0
TXN630820241,CUST4353404,184.45,16,5,urban,pos,7,123.46,0.494,0,1,0
TXN402749628,CUST3112669,292.42,19,0,urban,pos,12,180.84,0.617,0,0,0
TXN861970235,CUST9592857,73.88,20,4,urban,pos,9,46.19,0.5993,0,0,0
TXN434775256,CUST3769151,398.99,19,6,international,wire_transfer,19,230.59,0.7303,0,1,0
TXN751567604,CUST9997090,92.17,17,1,suburban,pos,10,133.47,-0.3094,0,0,0
TXN315221288,CUST3837567,109.52,17,0,suburban,contactless,7,61.48,0.7814,0,0,0
TXN678332388,CUST1318126,136.6,19,4,urban,online,6,80.03,0.7069,0,0,0
TXN492248446,CUST2014948,89.26,16,5,online,online,2,75.74,0.1785,0,1,0
TXN305654385,CUST8375311,395.05,20,0,urban,contactless,12,338.79,0.1661,0,0,0
TXN841168457,CUST4962402,243.45,15,2,urban,pos,2,316.88,-0.2317,0,0,0
TXN567144923,CUST1708113,609.64,21,3,rural,pos,8,712.3,-0.1441,0,0,0
TXN689183063,CUST4198459,592.27,14,1,urban,online,3,633.81,-0.0655,0,0,0
TXN624645455,CUST4150604,121.24,21,0,urban,pos,13,150.27,-0.1932,0,0,0
TXN440619131,CUST1149568,191.08,16,0,suburban,pos,7,264.33,-0.2771,0,0,0
TXN622866815,CUST6600700,354.33,17,1,urban,online,9,299.58,0.1828,0,0,0
TXN192334300,CUST6102372,274.13,20,3,online,pos,18,264.54,0.0363,0,0,0
TXN431407178,CUST4912407,250.13,17,0,rural,online,10,338.05,-0.2601,0,0,0
TXN580997992,CUST2400393,926.7,9,2,urban,online,19,617.48,0.5008,0,0,0
TXN588612414,CUST9829873,1242.44,10,1,online,wire_transfer,15,1662.41,-0.2526,0,0,0
TXN534273054,CUST1171310,66.54,17,6,urban,atm,15,81.68,-0.1854,0,1,0
TXN945629686,CUST4013466,326.44,9,3,online,online,18,429.08,-0.2392,0,0,0
TXN935962021,CUST7525540,158.16,18,3,suburban,pos,15,235.57,-0.3286,0,0,0
TXN795740152,CUST3226393,304.14,18,3,suburban,online,15,309.05,-0.0159,0,0,0
TXN104589384,CUST1940141,175.73,20,2,suburban,online,3,139.03,0.264,0,0,0
TXN371499150,CUST6746882,165.77,21,0,urban,contactless,1,245.58,-0.325,0,0,0
TXN821057120,CUST9653661,120.03,20,4,rural,pos,9,126.52,-0.0513,0,0,0
TXN166816897,CUST7939507,195.38,9,5,online,atm,6,138.12,0.4145,0,1,0
TXN620432171,CUST6358548,196.08,12,6,urban,online,15,250.17,-0.2162,0,1,0
TXN544585542,CUST8270785,216.28,12,5,urban,atm,16,223.1,-0.0306,0,1,0
TXN259611205,CUST4660485,67.21,21,4,online,online,3,40.17,0.6731,0,0,0
TXN210408882,CUST2264312,581.27,21,2,suburban,contactless,4,450.23,0.291,0,0,0
TXN748729434,CUST3655035,176.13,17,2,suburban,pos,8,116.54,0.5113,0,0,0
TXN529253267,CUST5234427,264.56,12,6,urban,atm,10,364.16,-0.2735,0,1,0
TXN608118298,CUST4704501,1738.87,21,4,suburban,wire_transfer,7,2391.29,-0.2728,0,0,0
TXN310927639,CUST1819041,553.4,14,0,suburban,pos,4,671.67,-0.1761,0,0,0
TXN650138881,CUST6929545,384.27,13,4,suburban,pos,14,353.35,0.0875,0,0,0
TXN301874497,CUST3748523,375.58,9,6,online,online,4,253.3,0.4827,0,1,0
TXN992451004,CUST3571127,251.22,15,0,rural,online,8,263.57,-0.0469,0,0,0
TXN399191721,CUST2225713,56.77,8,1,urban,pos,13,54.11,0.0492,0,0,0
TXN262623661,CUST1381364,92.84,17,1,online,wire_transfer,8,100.72,-0.0782,0,0,0
TXN719330099,CUST8635064,1156.73,8,5,online,pos,15,985.15,0.1742,0,1,0
TXN840859891,CUST5571369,301.52,16,2,online,atm,13,293.71,0.0266,0,0,0
TXN174914344,CUST1267215,301.35,17,2,urban,pos,9,155.26,0.9409,0,0,0
TXN818854872,CUST5083304,463.32,10,6,urban,online,14,344.87,0.3435,0,1,0
TXN212653029,CUST8189448,,21,2,rural,online,10,1339.41,0.1104,0,0,0
TXN549315935,CUST2892136,68.7,17,0,online,wire_transfer,19,38.14,0.8014,0,0,0
TXN279478150,CUST1850176,311.77,19,2,international,pos,4,381.77,-0.1834,0,0,0
TXN279959380,CUST8823024,636.56,12,6,suburban,online,8,863.03,-0.2624,0,1,0
TXN281854622,CUST3112509,70.49,21,5,suburban,pos,2,84.8,-0.1687,0,1,0
TXN304637000,CUST9236951,245.87,9,1,urban,atm,18,171.2,0.4362,0,0,0
TXN480850189,CUST2248909,114.2,21,2,online,pos,7,122.5,-0.0678,0,0,0
TXN315828388,CUST5194572,575.18,10,6,suburban,wire_transfer,2,397.91,0.4455,0,1,0
TXN110207789,CUST2078310,391.75,15,5,rural,pos,1,317.84,0.2325,0,1,0
TXN876461103,CUST4894150,69.11,14,5,suburban,contactless,6,66.52,0.039,0,1,0
TXN523592788,CUST5418435,1032.97,12,5,online,online,17,721.07,0.4326,0,1,0
TXN679646928,CUST8065850,345.14,18,2,urban,pos,4,329.29,0.0482,0,0,0
TXN882349363,CUST1426833,67.7,11,5,urban,wire_transfer,15,96.34,-0.2973,0,1,0
TXN558333508,CUST9047064,307.1,8,0,rural,online,3,205.84,0.4919,0,0,0
TXN134453110,CUST1221529,85.84,8,0,suburban,online,11,104.61,-0.1795,0,0,0
TXN207637123,CUST4508878,1043.47,11,0,online,wire_transfer,1,903.06,0.1555,0,0,0
TXN172345135,CUST3423163,335.68,10,4,online,contactless,7,183.39,0.8304,0,0,0
TXN857494133,CUST2564235,865.67,15,2,urban,online,17,1110.07,-0.2202,0,0,0
TXN783100394,CUST4986671,476.55,10,3,rural,atm,8,577.96,-0.1755,0,0,0
TXN783687672,CUST6593956,120.43,20,6,rural,online,4,89.88,0.3399,0,1,0
TXN262177083,CUST4881403,203.39,12,1,urban,contactless,18,266.32,-0.2363,0,0,0
TXN964889226,CUST4796126,125.4,18,3,urban,atm,1,106.39,0.1787,0,0,0
TXN539321317,CUST5152502,166.99,12,3,rural,pos,10,176.89,-0.056,0,0,0
TXN871246095,CUST5832923,921.41,18,6,urban,atm,7,606.58,0.519,0,1,0
TXN705786676,CUST8495156,59.45,21,2,online,pos,6,38.34,0.5507,0,0,0
TXN245419194,CUST8489401,262.62,18,4,suburban,online,18,340.23,-0.2281,0,0,0
TXN272210273,CUST4208463,201.98,14,6,online,atm,14,291.94,-0.3082,0,1,0
TXN691485074,CUST1685957,557.49,15,2,online,wire_transfer,6,578.52,-0.0364,0,0,0
TXN578324531,CUST8738420,118.41,15,6,suburban,pos,5,130.56,-0.0931,0,1,0
TXN188254233,CUST6181661,106.93,18,6,online,pos,8,114.49,-0.066,0,1,0
TXN387614259,CUST9427807,209.78,14,0,online,online,18,122.18,0.717,0,0,0
TXN503111769,CUST7417944,318.02,19,6,suburban,pos,15,435.49,-0.2698,0,1,0
TXN551285552,CUST3043043,781.28,9,4,international,pos,2,903.92,-0.1357,0,0,0
TXN294737606,CUST4262877,494.1,14,6,urban,pos,13,293.33,0.6844,0,1,0
TXN398694764,CUST2649188,71.37,8,2,rural,pos,2,65.62,0.0877,0,0,0
TXN266913931,CUST8758983,220.57,9,6,rural,pos,3,112.1,0.9676,0,1,0
TXN384221334,CUST2741050,3781.09,4,4,international,wire_transfer,3,4043.78,-0.065,1,0,1
TXN414969124,CUST6596066,129.49,12,2,rural,pos,11,192.63,-0.3278,0,0,0
TXN412042164,CUST4159647,282.83,19,6,rural,online,15,406.79,-0.3047,0,1,0
TXN436715645,CUST8901069,62.96,13,6,urban,pos,10,40.21,0.566,0,1,0
TXN859781764,CUST3040913,565.2,13,2,urban,online,16,505.3,0.1185,0,0,0
TXN846072624,CUST2791652,91.05,18,1,online,pos,1,132.82,-0.3145,0,0,0
TXN474601913,CUST8682312,73.85,14,5,suburban,contactless,16,99.29,-0.2562,0,1,0
TXN934848032,CUST6073853,225.61,21,3,urban,atm,12,208.25,0.0834,0,0,0
TXN408109786,CUST2016484,279.38,19,5,urban,pos,16,381.64,-0.2679,0,1,0
TXN994617172,CUST5131232,120.9,9,4,urban,contactless,9,128.57,-0.0597,0,0,0
TXN949935805,CUST4232498,753.35,14,1,urban,wire_transfer,5,904.94,-0.1675,0,0,0
TXN203647965,CUST7434723,131.01,21,6,urban,atm,16,158.38,-0.1728,0,1,0
TXN337354565,CUST4033213,148.16,8,4,suburban,contactless,5,111.13,0.3332,0,0,0
TXN934735888,CUST8258525,148.52,15,1,rural,online,4,189.89,-0.2179,0,0,0
TXN825389943,CUST5309512,193.54,4,5,online,online,3,266.48,-0.2737,1,1,1
TXN140857539,CUST1198077,301.7,12,6,urban,pos,2,200.81,0.5025,0,1,0
TXN699423611,CUST2772743,270.15,15,4,online,wire_transfer,9,237.46,0.1377,0,0,0
TXN203856957,CUST1068767,586.41,12,3,urban,pos,15,478.59,0.2253,0,0,0
TXN609482534,CUST3294103,46.65,17,6,rural,online,6,68.23,-0.3163,0,1,0
TXN287307887,CUST3772523,105.29,14,4,urban,pos,13,87.84,0.1986,0,0,0
TXN818676172,CUST9316563,138.75,20,2,urban,pos,4,109.53,0.2667,0,0,0
TXN701471455,CUST4474190,351.32,16,0,rural,pos,5,323.45,0.0862,0,0,0
TXN677545785,CUST3918182,281.16,18,3,online,pos,11,172.45,0.6304,0,0,0
TXN847428306,CUST1458343,556.03,9,1,online,wire_transfer,10,414.84,0.3404,0,0,0
TXN997970609,CUST8454435,412.63,16,3,urban,online,10,301.49,0.3686,0,0,0
TXN385544818,CUST6095677,320.54,11,4,online,wire_transfer,14,478.73,-0.3304,0,0,0
TXN159627762,CUST9084666,447.8,20,0,online,pos,3,494.46,-0.0944,0,0,0
TXN430807318,CUST6843960,506.74,10,3,suburban,atm,12,656.69,-0.2283,0,0,0
TXN128543315,CUST7889462,659.03,16,0,online,pos,15,383.54,0.7183,0,0,0
TXN936869501,CUST3115939,471.98,14,2,urban,contactless,4,481.17,-0.0191,0,0,0
TXN930899223,CUST1701307,348.46,17,2,urban,online,16,263.07,0.3246,0,0,0
TXN100133842,CUST6307129,262.48,18,2,suburban,pos,14,293.43,-0.1055,0,0,0
TXN562951298,CUST7846478,68.88,8,2,urban,pos,2,39.31,0.7524,0,0,0
TXN683659602,CUST5505740,162.5,15,2,urban,atm,9,136.71,0.1887,0,0,0
TXN173591211,CUST4683171,230.38,10,5,online,pos,18,291.72,-0.2103,0,1,0
TXN174423267,CUST6820220,211.56,21,2,rural,atm,8,194.33,0.0886,0,0,0
TXN135277414,CUST5213359,176.16,21,1,suburban,online,17,180.66,-0.0249,0,0,0
TXN187162804,CUST2552295,96.19,12,0,suburban,online,6,128.17,-0.2495,0,0,0
TXN598299613,CUST7413278,84.1,21,0,online,online,1,59.53,0.4128,0,0,0
